Kommune;Indikator;Indikator_Original;Einheit;Jahr;Wert;Dateiname
Essen, kreisfreie Stadt;Flächennutzungsintensität;Flächennutzungsintensität (qm/Einwohner:in);qm/Einwohner:in;2020;240.6;essen_Flaechennutzungsintensitaet.csv
Essen, kreisfreie Stadt;Flächennutzungsintensität;Flächennutzungsintensität (qm/Einwohner:in);qm/Einwohner:in;2021;241.7;essen_Flaechennutzungsintensitaet.csv
Essen, kreisfreie Stadt;Flächennutzungsintensität;Flächennutzungsintensität (qm/Einwohner:in);qm/Einwohner:in;2022;238.0;essen_Flaechennutzungsintensitaet.csv
Essen, kreisfreie Stadt;Flächennutzungsintensität;Flächennutzungsintensität (qm/Einwohner:in);qm/Einwohner:in;2023;237.1;essen_Flaechennutzungsintensitaet.csv
Essen, kreisfreie Stadt;Hochqualifizierte am Arbeitsort;Hochqualifizierte am Arbeitsort (%);%;2016;17.0;essen_Hochqualifizierte_am_Arbeitsort.csv
Essen, kreisfreie Stadt;Hochqualifizierte am Arbeitsort;Hochqualifizierte am Arbeitsort (%);%;2017;17.9;essen_Hochqualifizierte_am_Arbeitsort.csv
Essen, kreisfreie Stadt;Hochqualifizierte am Arbeitsort;Hochqualifizierte am Arbeitsort (%);%;2018;18.8;essen_Hochqualifizierte_am_Arbeitsort.csv
Essen, kreisfreie Stadt;Hochqualifizierte am Arbeitsort;Hochqualifizierte am Arbeitsort (%);%;2019;19.5;essen_Hochqualifizierte_am_Arbeitsort.csv
Essen, kreisfreie Stadt;Hochqualifizierte am Arbeitsort;Hochqualifizierte am Arbeitsort (%);%;2020;20.3;essen_Hochqualifizierte_am_Arbeitsort.csv
Essen, kreisfreie Stadt;Hochqualifizierte am Arbeitsort;Hochqualifizierte am Arbeitsort (%);%;2021;21.0;essen_Hochqualifizierte_am_Arbeitsort.csv
Essen, kreisfreie Stadt;Hochqualifizierte am Arbeitsort;Hochqualifizierte am Arbeitsort (%);%;2022;21.3;essen_Hochqualifizierte_am_Arbeitsort.csv
Essen, kreisfreie Stadt;Hochqualifizierte am Arbeitsort;Hochqualifizierte am Arbeitsort (%);%;2023;22.0;essen_Hochqualifizierte_am_Arbeitsort.csv
Essen, kreisfreie Stadt;Jugendarmut;Jugendarmut (%);%;2016;26.4;essen_Jugendarmut.csv
Essen, kreisfreie Stadt;Jugendarmut;Jugendarmut (%);%;2017;26.9;essen_Jugendarmut.csv
Essen, kreisfreie Stadt;Jugendarmut;Jugendarmut (%);%;2018;28.3;essen_Jugendarmut.csv
Essen, kreisfreie Stadt;Jugendarmut;Jugendarmut (%);%;2019;28.3;essen_Jugendarmut.csv
Essen, kreisfreie Stadt;Jugendarmut;Jugendarmut (%);%;2020;28.6;essen_Jugendarmut.csv
Essen, kreisfreie Stadt;Jugendarmut;Jugendarmut (%);%;2021;27.8;essen_Jugendarmut.csv
Essen, kreisfreie Stadt;Jugendarmut;Jugendarmut (%);%;2022;28.0;essen_Jugendarmut.csv
Essen, kreisfreie Stadt;Jugendarmut;Jugendarmut (%);%;2023;29.1;essen_Jugendarmut.csv
Essen, kreisfreie Stadt;Kinderarmut;Kinderarmut (%);%;2016;33.2;essen_Kinderarmut.csv
Essen, kreisfreie Stadt;Kinderarmut;Kinderarmut (%);%;2017;32.5;essen_Kinderarmut.csv
Essen, kreisfreie Stadt;Kinderarmut;Kinderarmut (%);%;2018;34.6;essen_Kinderarmut.csv
Essen, kreisfreie Stadt;Kinderarmut;Kinderarmut (%);%;2019;33.7;essen_Kinderarmut.csv
Essen, kreisfreie Stadt;Kinderarmut;Kinderarmut (%);%;2020;32.4;essen_Kinderarmut.csv
Essen, kreisfreie Stadt;Kinderarmut;Kinderarmut (%);%;2021;31.3;essen_Kinderarmut.csv
Essen, kreisfreie Stadt;Kinderarmut;Kinderarmut (%);%;2022;30.7;essen_Kinderarmut.csv
Essen, kreisfreie Stadt;Kinderarmut;Kinderarmut (%);%;2023;30.4;essen_Kinderarmut.csv
Essen, kreisfreie Stadt;Ladesäuleninfrastruktur;Ladesäuleninfrastruktur (Ladepunkte je 1.000 Einwohner:innen);Ladepunkte je 1.000 Einwohner:innen;2016;0.11;essen_Ladesaeuleninfrastruktur.csv
Essen, kreisfreie Stadt;Ladesäuleninfrastruktur;Ladesäuleninfrastruktur (Ladepunkte je 1.000 Einwohner:innen);Ladepunkte je 1.000 Einwohner:innen;2017;0.11;essen_Ladesaeuleninfrastruktur.csv
Essen, kreisfreie Stadt;Ladesäuleninfrastruktur;Ladesäuleninfrastruktur (Ladepunkte je 1.000 Einwohner:innen);Ladepunkte je 1.000 Einwohner:innen;2018;0.21;essen_Ladesaeuleninfrastruktur.csv
Essen, kreisfreie Stadt;Ladesäuleninfrastruktur;Ladesäuleninfrastruktur (Ladepunkte je 1.000 Einwohner:innen);Ladepunkte je 1.000 Einwohner:innen;2019;0.38;essen_Ladesaeuleninfrastruktur.csv
Essen, kreisfreie Stadt;Ladesäuleninfrastruktur;Ladesäuleninfrastruktur (Ladepunkte je 1.000 Einwohner:innen);Ladepunkte je 1.000 Einwohner:innen;2020;0.72;essen_Ladesaeuleninfrastruktur.csv
Essen, kreisfreie Stadt;Ladesäuleninfrastruktur;Ladesäuleninfrastruktur (Ladepunkte je 1.000 Einwohner:innen);Ladepunkte je 1.000 Einwohner:innen;2021;0.83;essen_Ladesaeuleninfrastruktur.csv
Essen, kreisfreie Stadt;Ladesäuleninfrastruktur;Ladesäuleninfrastruktur (Ladepunkte je 1.000 Einwohner:innen);Ladepunkte je 1.000 Einwohner:innen;2022;0.98;essen_Ladesaeuleninfrastruktur.csv
Essen, kreisfreie Stadt;Ladesäuleninfrastruktur;Ladesäuleninfrastruktur (Ladepunkte je 1.000 Einwohner:innen);Ladepunkte je 1.000 Einwohner:innen;2023;1.25;essen_Ladesaeuleninfrastruktur.csv
Essen, kreisfreie Stadt;Landschaftsqualität;Landschaftsqualität (Hemerobiewert);Hemerobiewert;2016;;essen_Landschaftsqualitaet.csv
Essen, kreisfreie Stadt;Landschaftsqualität;Landschaftsqualität (Hemerobiewert);Hemerobiewert;2017;;essen_Landschaftsqualitaet.csv
Essen, kreisfreie Stadt;Landschaftsqualität;Landschaftsqualität (Hemerobiewert);Hemerobiewert;2018;5.2;essen_Landschaftsqualitaet.csv
Essen, kreisfreie Stadt;Landschaftsqualität;Landschaftsqualität (Hemerobiewert);Hemerobiewert;2019;;essen_Landschaftsqualitaet.csv
Essen, kreisfreie Stadt;Landschaftsqualität;Landschaftsqualität (Hemerobiewert);Hemerobiewert;2020;5.2;essen_Landschaftsqualitaet.csv
Essen, kreisfreie Stadt;Landschaftsqualität;Landschaftsqualität (Hemerobiewert);Hemerobiewert;2021;5.2;essen_Landschaftsqualitaet.csv
Essen, kreisfreie Stadt;Landschaftsqualität;Landschaftsqualität (Hemerobiewert);Hemerobiewert;2022;;essen_Landschaftsqualitaet.csv
Essen, kreisfreie Stadt;Landschaftsqualität;Landschaftsqualität (Hemerobiewert);Hemerobiewert;2023;;essen_Landschaftsqualitaet.csv
Essen, kreisfreie Stadt;Langzeitarbeitslosenquote;Langzeitarbeitslosenquote (%);%;2016;7.0;essen_Langzeitarbeitslosenquote.csv
Essen, kreisfreie Stadt;Langzeitarbeitslosenquote;Langzeitarbeitslosenquote (%);%;2017;6.4;essen_Langzeitarbeitslosenquote.csv
Essen, kreisfreie Stadt;Langzeitarbeitslosenquote;Langzeitarbeitslosenquote (%);%;2018;5.7;essen_Langzeitarbeitslosenquote.csv
Essen, kreisfreie Stadt;Langzeitarbeitslosenquote;Langzeitarbeitslosenquote (%);%;2019;5.3;essen_Langzeitarbeitslosenquote.csv
Essen, kreisfreie Stadt;Langzeitarbeitslosenquote;Langzeitarbeitslosenquote (%);%;2020;5.5;essen_Langzeitarbeitslosenquote.csv
Essen, kreisfreie Stadt;Langzeitarbeitslosenquote;Langzeitarbeitslosenquote (%);%;2021;6.4;essen_Langzeitarbeitslosenquote.csv
Essen, kreisfreie Stadt;Langzeitarbeitslosenquote;Langzeitarbeitslosenquote (%);%;2022;5.7;essen_Langzeitarbeitslosenquote.csv
Essen, kreisfreie Stadt;Langzeitarbeitslosenquote;Langzeitarbeitslosenquote (%);%;2023;5.6;essen_Langzeitarbeitslosenquote.csv
Essen, kreisfreie Stadt;Liquiditätskredite;Liquiditätskredite (Euro je Einwohner:in);Euro je Einwohner:in;2016;4183.0;essen_Liquiditaetskredite.csv
Essen, kreisfreie Stadt;Liquiditätskredite;Liquiditätskredite (Euro je Einwohner:in);Euro je Einwohner:in;2017;3864.0;essen_Liquiditaetskredite.csv
Essen, kreisfreie Stadt;Liquiditätskredite;Liquiditätskredite (Euro je Einwohner:in);Euro je Einwohner:in;2018;3733.0;essen_Liquiditaetskredite.csv
Essen, kreisfreie Stadt;Liquiditätskredite;Liquiditätskredite (Euro je Einwohner:in);Euro je Einwohner:in;2019;3668.0;essen_Liquiditaetskredite.csv
Essen, kreisfreie Stadt;Liquiditätskredite;Liquiditätskredite (Euro je Einwohner:in);Euro je Einwohner:in;2020;3066.0;essen_Liquiditaetskredite.csv
Essen, kreisfreie Stadt;Liquiditätskredite;Liquiditätskredite (Euro je Einwohner:in);Euro je Einwohner:in;2021;2982.0;essen_Liquiditaetskredite.csv
Essen, kreisfreie Stadt;Liquiditätskredite;Liquiditätskredite (Euro je Einwohner:in);Euro je Einwohner:in;2022;2825.0;essen_Liquiditaetskredite.csv
Essen, kreisfreie Stadt;Liquiditätskredite;Liquiditätskredite (Euro je Einwohner:in);Euro je Einwohner:in;2023;2637.0;essen_Liquiditaetskredite.csv
Essen, kreisfreie Stadt;Luftschadstoffbelastung;Luftschadstoffbelastung (μg / m³);μg / m³;2016;12.44;essen_Luftschadstoffbelastung.csv
Essen, kreisfreie Stadt;Luftschadstoffbelastung;Luftschadstoffbelastung (μg / m³);μg / m³;2017;12.57;essen_Luftschadstoffbelastung.csv
Essen, kreisfreie Stadt;Luftschadstoffbelastung;Luftschadstoffbelastung (μg / m³);μg / m³;2018;12.24;essen_Luftschadstoffbelastung.csv
Essen, kreisfreie Stadt;Luftschadstoffbelastung;Luftschadstoffbelastung (μg / m³);μg / m³;2019;10.79;essen_Luftschadstoffbelastung.csv
Essen, kreisfreie Stadt;Luftschadstoffbelastung;Luftschadstoffbelastung (μg / m³);μg / m³;2020;9.15;essen_Luftschadstoffbelastung.csv
Essen, kreisfreie Stadt;Luftschadstoffbelastung;Luftschadstoffbelastung (μg / m³);μg / m³;2021;10.62;essen_Luftschadstoffbelastung.csv
Essen, kreisfreie Stadt;Luftschadstoffbelastung;Luftschadstoffbelastung (μg / m³);μg / m³;2022;10.1;essen_Luftschadstoffbelastung.csv
Essen, kreisfreie Stadt;Luftschadstoffbelastung;Luftschadstoffbelastung (μg / m³);μg / m³;2023;8.47;essen_Luftschadstoffbelastung.csv
Essen, kreisfreie Stadt;Naherholungsflächen;Naherholungsflächen (m² je Einwohner:in);m² je Einwohner:in;2016;42.77;essen_Naherholungsflaechen.csv
Essen, kreisfreie Stadt;Naherholungsflächen;Naherholungsflächen (m² je Einwohner:in);m² je Einwohner:in;2017;42.85;essen_Naherholungsflaechen.csv
Essen, kreisfreie Stadt;Naherholungsflächen;Naherholungsflächen (m² je Einwohner:in);m² je Einwohner:in;2018;42.98;essen_Naherholungsflaechen.csv
Essen, kreisfreie Stadt;Naherholungsflächen;Naherholungsflächen (m² je Einwohner:in);m² je Einwohner:in;2019;42.99;essen_Naherholungsflaechen.csv
Essen, kreisfreie Stadt;Naherholungsflächen;Naherholungsflächen (m² je Einwohner:in);m² je Einwohner:in;2020;43.04;essen_Naherholungsflaechen.csv
Essen, kreisfreie Stadt;Naherholungsflächen;Naherholungsflächen (m² je Einwohner:in);m² je Einwohner:in;2021;43.37;essen_Naherholungsflaechen.csv
Essen, kreisfreie Stadt;Naherholungsflächen;Naherholungsflächen (m² je Einwohner:in);m² je Einwohner:in;2022;41.6;essen_Naherholungsflaechen.csv
Essen, kreisfreie Stadt;Naherholungsflächen;Naherholungsflächen (m² je Einwohner:in);m² je Einwohner:in;2023;41.31;essen_Naherholungsflaechen.csv
Essen, kreisfreie Stadt;Naturschutzflächen;Naturschutzflächen (%);%;2016;1.9;essen_Naturschutzflaechen.csv
Essen, kreisfreie Stadt;Naturschutzflächen;Naturschutzflächen (%);%;2017;1.7;essen_Naturschutzflaechen.csv
Essen, kreisfreie Stadt;Naturschutzflächen;Naturschutzflächen (%);%;2018;1.7;essen_Naturschutzflaechen.csv
Essen, kreisfreie Stadt;Naturschutzflächen;Naturschutzflächen (%);%;2019;1.7;essen_Naturschutzflaechen.csv
Essen, kreisfreie Stadt;Naturschutzflächen;Naturschutzflächen (%);%;2020;;essen_Naturschutzflaechen.csv
Essen, kreisfreie Stadt;Naturschutzflächen;Naturschutzflächen (%);%;2021;;essen_Naturschutzflaechen.csv
Essen, kreisfreie Stadt;Naturschutzflächen;Naturschutzflächen (%);%;2022;1.7;essen_Naturschutzflaechen.csv
Essen, kreisfreie Stadt;Naturschutzflächen;Naturschutzflächen (%);%;2023;;essen_Naturschutzflaechen.csv
Essen, kreisfreie Stadt;SGB II-/SGB XII-Quote;SGB II-/SGB XII-Quote (%);%;2016;20.7;essen_SGB_II_XII_Quote.csv
Essen, kreisfreie Stadt;SGB II-/SGB XII-Quote;SGB II-/SGB XII-Quote (%);%;2017;21.2;essen_SGB_II_XII_Quote.csv
Essen, kreisfreie Stadt;SGB II-/SGB XII-Quote;SGB II-/SGB XII-Quote (%);%;2018;20.8;essen_SGB_II_XII_Quote.csv
Essen, kreisfreie Stadt;SGB II-/SGB XII-Quote;SGB II-/SGB XII-Quote (%);%;2019;20.2;essen_SGB_II_XII_Quote.csv
Essen, kreisfreie Stadt;SGB II-/SGB XII-Quote;SGB II-/SGB XII-Quote (%);%;2020;20.1;essen_SGB_II_XII_Quote.csv
Essen, kreisfreie Stadt;SGB II-/SGB XII-Quote;SGB II-/SGB XII-Quote (%);%;2021;19.5;essen_SGB_II_XII_Quote.csv
Essen, kreisfreie Stadt;SGB II-/SGB XII-Quote;SGB II-/SGB XII-Quote (%);%;2022;19.2;essen_SGB_II_XII_Quote.csv
Essen, kreisfreie Stadt;SGB II-/SGB XII-Quote;SGB II-/SGB XII-Quote (%);%;2023;19.6;essen_SGB_II_XII_Quote.csv
Essen, kreisfreie Stadt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt (%);%;2016;2.7;essen_Schulabgaenger_ohne_Hauptschulabschluss.csv
Essen, kreisfreie Stadt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt (%);%;2017;4.0;essen_Schulabgaenger_ohne_Hauptschulabschluss.csv
Essen, kreisfreie Stadt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt (%);%;2018;3.7;essen_Schulabgaenger_ohne_Hauptschulabschluss.csv
Essen, kreisfreie Stadt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt (%);%;2019;3.1;essen_Schulabgaenger_ohne_Hauptschulabschluss.csv
Essen, kreisfreie Stadt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt (%);%;2020;2.8;essen_Schulabgaenger_ohne_Hauptschulabschluss.csv
Essen, kreisfreie Stadt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt (%);%;2021;2.8;essen_Schulabgaenger_ohne_Hauptschulabschluss.csv
Essen, kreisfreie Stadt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt (%);%;2022;3.5;essen_Schulabgaenger_ohne_Hauptschulabschluss.csv
Essen, kreisfreie Stadt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt (%);%;2023;3.8;essen_Schulabgaenger_ohne_Hauptschulabschluss.csv
Essen, kreisfreie Stadt;Siedlungslast im Überschwemmungsgebiet;Siedlungslast im Überschwemmungsgebiet (%);%;2016;21.6;essen_Siedlungslast_Ueberschwemmungsgebiet.csv
Essen, kreisfreie Stadt;Siedlungslast im Überschwemmungsgebiet;Siedlungslast im Überschwemmungsgebiet (%);%;2017;21.6;essen_Siedlungslast_Ueberschwemmungsgebiet.csv
Essen, kreisfreie Stadt;Siedlungslast im Überschwemmungsgebiet;Siedlungslast im Überschwemmungsgebiet (%);%;2018;21.6;essen_Siedlungslast_Ueberschwemmungsgebiet.csv
Essen, kreisfreie Stadt;Siedlungslast im Überschwemmungsgebiet;Siedlungslast im Überschwemmungsgebiet (%);%;2019;21.6;essen_Siedlungslast_Ueberschwemmungsgebiet.csv
Essen, kreisfreie Stadt;Siedlungslast im Überschwemmungsgebiet;Siedlungslast im Überschwemmungsgebiet (%);%;2020;21.6;essen_Siedlungslast_Ueberschwemmungsgebiet.csv
Essen, kreisfreie Stadt;Siedlungslast im Überschwemmungsgebiet;Siedlungslast im Überschwemmungsgebiet (%);%;2021;22.5;essen_Siedlungslast_Ueberschwemmungsgebiet.csv
Essen, kreisfreie Stadt;Siedlungslast im Überschwemmungsgebiet;Siedlungslast im Überschwemmungsgebiet (%);%;2022;22.4;essen_Siedlungslast_Ueberschwemmungsgebiet.csv
Essen, kreisfreie Stadt;Siedlungslast im Überschwemmungsgebiet;Siedlungslast im Überschwemmungsgebiet (%);%;2023;22.4;essen_Siedlungslast_Ueberschwemmungsgebiet.csv
Essen, kreisfreie Stadt;Steuereinnahmen pro Einwohner:in;Steuereinnahmen pro Einwohner:in (Euro je Einwohner:in);Euro je Einwohner:in;2016;1253.0;essen_Steuereinnahmen.csv
Essen, kreisfreie Stadt;Steuereinnahmen pro Einwohner:in;Steuereinnahmen pro Einwohner:in (Euro je Einwohner:in);Euro je Einwohner:in;2017;1349.0;essen_Steuereinnahmen.csv
Essen, kreisfreie Stadt;Steuereinnahmen pro Einwohner:in;Steuereinnahmen pro Einwohner:in (Euro je Einwohner:in);Euro je Einwohner:in;2018;1425.0;essen_Steuereinnahmen.csv
Essen, kreisfreie Stadt;Steuereinnahmen pro Einwohner:in;Steuereinnahmen pro Einwohner:in (Euro je Einwohner:in);Euro je Einwohner:in;2019;1495.0;essen_Steuereinnahmen.csv
Essen, kreisfreie Stadt;Steuereinnahmen pro Einwohner:in;Steuereinnahmen pro Einwohner:in (Euro je Einwohner:in);Euro je Einwohner:in;2020;1535.0;essen_Steuereinnahmen.csv
Essen, kreisfreie Stadt;Steuereinnahmen pro Einwohner:in;Steuereinnahmen pro Einwohner:in (Euro je Einwohner:in);Euro je Einwohner:in;2021;1540.0;essen_Steuereinnahmen.csv
Essen, kreisfreie Stadt;Steuereinnahmen pro Einwohner:in;Steuereinnahmen pro Einwohner:in (Euro je Einwohner:in);Euro je Einwohner:in;2022;1547.0;essen_Steuereinnahmen.csv
Essen, kreisfreie Stadt;Steuereinnahmen pro Einwohner:in;Steuereinnahmen pro Einwohner:in (Euro je Einwohner:in);Euro je Einwohner:in;2023;1602.0;essen_Steuereinnahmen.csv
Essen, kreisfreie Stadt;Strom aus erneuerbaren Quellen;Strom aus erneuerbaren Quellen (kW je Einwohner:in);kW je Einwohner:in;2016;;essen_Strom_aus_erneuerbaren_Quellen.csv
Essen, kreisfreie Stadt;Strom aus erneuerbaren Quellen;Strom aus erneuerbaren Quellen (kW je Einwohner:in);kW je Einwohner:in;2017;;essen_Strom_aus_erneuerbaren_Quellen.csv
Essen, kreisfreie Stadt;Strom aus erneuerbaren Quellen;Strom aus erneuerbaren Quellen (kW je Einwohner:in);kW je Einwohner:in;2018;;essen_Strom_aus_erneuerbaren_Quellen.csv
Essen, kreisfreie Stadt;Strom aus erneuerbaren Quellen;Strom aus erneuerbaren Quellen (kW je Einwohner:in);kW je Einwohner:in;2019;0.09;essen_Strom_aus_erneuerbaren_Quellen.csv
Essen, kreisfreie Stadt;Strom aus erneuerbaren Quellen;Strom aus erneuerbaren Quellen (kW je Einwohner:in);kW je Einwohner:in;2020;0.1;essen_Strom_aus_erneuerbaren_Quellen.csv
Essen, kreisfreie Stadt;Strom aus erneuerbaren Quellen;Strom aus erneuerbaren Quellen (kW je Einwohner:in);kW je Einwohner:in;2021;0.11;essen_Strom_aus_erneuerbaren_Quellen.csv
Essen, kreisfreie Stadt;Strom aus erneuerbaren Quellen;Strom aus erneuerbaren Quellen (kW je Einwohner:in);kW je Einwohner:in;2022;;essen_Strom_aus_erneuerbaren_Quellen.csv
Essen, kreisfreie Stadt;Strom aus erneuerbaren Quellen;Strom aus erneuerbaren Quellen (kW je Einwohner:in);kW je Einwohner:in;2023;0.15;essen_Strom_aus_erneuerbaren_Quellen.csv
Essen, kreisfreie Stadt;Unter 3-Jährige in Tageseinrichtungen;Unter 3-Jährige in Tageseinrichtungen (%);%;2016;14.9;essen_U3_in_Tageseinrichtungen.csv
Essen, kreisfreie Stadt;Unter 3-Jährige in Tageseinrichtungen;Unter 3-Jährige in Tageseinrichtungen (%);%;2017;14.8;essen_U3_in_Tageseinrichtungen.csv
Essen, kreisfreie Stadt;Unter 3-Jährige in Tageseinrichtungen;Unter 3-Jährige in Tageseinrichtungen (%);%;2018;14.5;essen_U3_in_Tageseinrichtungen.csv
Essen, kreisfreie Stadt;Unter 3-Jährige in Tageseinrichtungen;Unter 3-Jährige in Tageseinrichtungen (%);%;2019;14.7;essen_U3_in_Tageseinrichtungen.csv
Essen, kreisfreie Stadt;Unter 3-Jährige in Tageseinrichtungen;Unter 3-Jährige in Tageseinrichtungen (%);%;2020;;essen_U3_in_Tageseinrichtungen.csv
Essen, kreisfreie Stadt;Unter 3-Jährige in Tageseinrichtungen;Unter 3-Jährige in Tageseinrichtungen (%);%;2021;16.7;essen_U3_in_Tageseinrichtungen.csv
Essen, kreisfreie Stadt;Unter 3-Jährige in Tageseinrichtungen;Unter 3-Jährige in Tageseinrichtungen (%);%;2022;17.1;essen_U3_in_Tageseinrichtungen.csv
Essen, kreisfreie Stadt;Unter 3-Jährige in Tageseinrichtungen;Unter 3-Jährige in Tageseinrichtungen (%);%;2023;17.6;essen_U3_in_Tageseinrichtungen.csv
Essen, kreisfreie Stadt;Verhältnis der Beschäftigungsquote von Frauen und Männern;Verhältnis der Beschäftigungsquote von Frauen und Männern (%);%;2016;88.2;essen_Verhaeltnis_Beschaeftigung_Frauen_Maenner.csv
Essen, kreisfreie Stadt;Verhältnis der Beschäftigungsquote von Frauen und Männern;Verhältnis der Beschäftigungsquote von Frauen und Männern (%);%;2017;87.8;essen_Verhaeltnis_Beschaeftigung_Frauen_Maenner.csv
Essen, kreisfreie Stadt;Verhältnis der Beschäftigungsquote von Frauen und Männern;Verhältnis der Beschäftigungsquote von Frauen und Männern (%);%;2018;87.5;essen_Verhaeltnis_Beschaeftigung_Frauen_Maenner.csv
Essen, kreisfreie Stadt;Verhältnis der Beschäftigungsquote von Frauen und Männern;Verhältnis der Beschäftigungsquote von Frauen und Männern (%);%;2019;87.0;essen_Verhaeltnis_Beschaeftigung_Frauen_Maenner.csv
Essen, kreisfreie Stadt;Verhältnis der Beschäftigungsquote von Frauen und Männern;Verhältnis der Beschäftigungsquote von Frauen und Männern (%);%;2020;87.7;essen_Verhaeltnis_Beschaeftigung_Frauen_Maenner.csv
Essen, kreisfreie Stadt;Verhältnis der Beschäftigungsquote von Frauen und Männern;Verhältnis der Beschäftigungsquote von Frauen und Männern (%);%;2021;87.5;essen_Verhaeltnis_Beschaeftigung_Frauen_Maenner.csv
Essen, kreisfreie Stadt;Verhältnis der Beschäftigungsquote von Frauen und Männern;Verhältnis der Beschäftigungsquote von Frauen und Männern (%);%;2022;86.8;essen_Verhaeltnis_Beschaeftigung_Frauen_Maenner.csv
Essen, kreisfreie Stadt;Verhältnis der Beschäftigungsquote von Frauen und Männern;Verhältnis der Beschäftigungsquote von Frauen und Männern (%);%;2023;86.9;essen_Verhaeltnis_Beschaeftigung_Frauen_Maenner.csv
Essen, kreisfreie Stadt;Verunglückte im Verkehr;Verunglückte im Verkehr (Verunglückte je 1.000 Einwohner:innen);Verunglückte je 1.000 Einwohner:innen;2016;3.9;essen_Verunglueckte_im_Verkehr.csv
Essen, kreisfreie Stadt;Verunglückte im Verkehr;Verunglückte im Verkehr (Verunglückte je 1.000 Einwohner:innen);Verunglückte je 1.000 Einwohner:innen;2017;3.9;essen_Verunglueckte_im_Verkehr.csv
Essen, kreisfreie Stadt;Verunglückte im Verkehr;Verunglückte im Verkehr (Verunglückte je 1.000 Einwohner:innen);Verunglückte je 1.000 Einwohner:innen;2018;4.0;essen_Verunglueckte_im_Verkehr.csv
Essen, kreisfreie Stadt;Verunglückte im Verkehr;Verunglückte im Verkehr (Verunglückte je 1.000 Einwohner:innen);Verunglückte je 1.000 Einwohner:innen;2019;4.1;essen_Verunglueckte_im_Verkehr.csv
Essen, kreisfreie Stadt;Verunglückte im Verkehr;Verunglückte im Verkehr (Verunglückte je 1.000 Einwohner:innen);Verunglückte je 1.000 Einwohner:innen;2020;3.4;essen_Verunglueckte_im_Verkehr.csv
Essen, kreisfreie Stadt;Verunglückte im Verkehr;Verunglückte im Verkehr (Verunglückte je 1.000 Einwohner:innen);Verunglückte je 1.000 Einwohner:innen;2021;3.4;essen_Verunglueckte_im_Verkehr.csv
Essen, kreisfreie Stadt;Verunglückte im Verkehr;Verunglückte im Verkehr (Verunglückte je 1.000 Einwohner:innen);Verunglückte je 1.000 Einwohner:innen;2022;3.9;essen_Verunglueckte_im_Verkehr.csv
Essen, kreisfreie Stadt;Verunglückte im Verkehr;Verunglückte im Verkehr (Verunglückte je 1.000 Einwohner:innen);Verunglückte je 1.000 Einwohner:innen;2023;4.0;essen_Verunglueckte_im_Verkehr.csv
Essen, kreisfreie Stadt;Vorzeitige Sterblichkeit - Gesamt;Vorzeitige Sterblichkeit - Gesamt (Todesfälle je 1.000 Einwohner:innen);Todesfälle je 1.000 Einwohner:innen;2016;3.0;essen_Vorzeitige_Sterblichkeit.csv
Essen, kreisfreie Stadt;Vorzeitige Sterblichkeit - Gesamt;Vorzeitige Sterblichkeit - Gesamt (Todesfälle je 1.000 Einwohner:innen);Todesfälle je 1.000 Einwohner:innen;2017;3.0;essen_Vorzeitige_Sterblichkeit.csv
Essen, kreisfreie Stadt;Vorzeitige Sterblichkeit - Gesamt;Vorzeitige Sterblichkeit - Gesamt (Todesfälle je 1.000 Einwohner:innen);Todesfälle je 1.000 Einwohner:innen;2018;;essen_Vorzeitige_Sterblichkeit.csv
Essen, kreisfreie Stadt;Vorzeitige Sterblichkeit - Gesamt;Vorzeitige Sterblichkeit - Gesamt (Todesfälle je 1.000 Einwohner:innen);Todesfälle je 1.000 Einwohner:innen;2019;2.7;essen_Vorzeitige_Sterblichkeit.csv
Essen, kreisfreie Stadt;Vorzeitige Sterblichkeit - Gesamt;Vorzeitige Sterblichkeit - Gesamt (Todesfälle je 1.000 Einwohner:innen);Todesfälle je 1.000 Einwohner:innen;2020;2.8;essen_Vorzeitige_Sterblichkeit.csv
